"","date_game","game_start_time","opponent_name","opponent_pts","team_name","team_pts","overtimes","attendance","game_type","away0_home1","game_id","attendance.perc","rest_time","rest_diff"
"1409",2020-01-28,"8:00p","Milwaukee Bucks",151,"Washington Wizards",131,NA,17681,"Regular",0,705,0,2,-2
"1410",2020-01-28,"8:00p","Washington Wizards",131,"Milwaukee Bucks",151,NA,17681,"Regular",1,705,0.800479898587468,4,2
"1411",2020-01-28,"8:30p","Phoenix Suns",133,"Dallas Mavericks",104,NA,20216,"Regular",1,706,0.943438491693112,1,-1
"1412",2020-01-28,"8:30p","Dallas Mavericks",104,"Phoenix Suns",133,NA,20216,"Regular",0,706,0,2,1
"1413",2020-01-29,"7:00p","Chicago Bulls",106,"Indiana Pacers",115,"OT",17923,"Regular",1,707,0.830306680255721,3,1
"1414",2020-01-29,"7:00p","Indiana Pacers",115,"Chicago Bulls",106,"OT",17923,"Regular",0,707,0,2,-1
"1415",2020-01-29,"7:30p","Detroit Pistons",115,"Brooklyn Nets",125,NA,14275,"Regular",1,708,0.657894736842105,3,1
"1416",2020-01-29,"7:30p","Brooklyn Nets",125,"Detroit Pistons",115,NA,14275,"Regular",0,708,0,2,-1
"1417",2020-01-29,"7:30p","New York Knicks",106,"Memphis Grizzlies",127,NA,18768,"Regular",0,709,0,1,0
"1418",2020-01-29,"7:30p","Memphis Grizzlies",127,"New York Knicks",106,NA,18768,"Regular",1,709,0.860404346032183,1,0
"1419",2020-01-29,"8:30p","Utah Jazz",120,"San Antonio Spurs",127,NA,17887,"Regular",1,710,0.845601096771144,2,0
"1420",2020-01-29,"8:30p","San Antonio Spurs",127,"Utah Jazz",120,NA,17887,"Regular",0,710,0,2,0
"1421",2020-01-29,"10:00p","Houston Rockets",112,"Portland Trail Blazers",125,NA,19393,"Regular",1,711,0.956120889414781,3,1
"1422",2020-01-29,"10:00p","Portland Trail Blazers",125,"Houston Rockets",112,NA,19393,"Regular",0,711,0,2,-1
"1423",2020-01-29,"10:00p","Sacramento Kings",100,"Oklahoma City Thunder",120,NA,16935,"Regular",0,712,0,2,0
"1424",2020-01-29,"10:00p","Oklahoma City Thunder",120,"Sacramento Kings",100,NA,16935,"Regular",1,712,0.82240675990676,2,0
"1425",2020-01-30,"7:00p","Cleveland Cavaliers",109,"Toronto Raptors",115,NA,17695,"Regular",0,713,0,2,0
"1426",2020-01-30,"7:00p","Toronto Raptors",115,"Cleveland Cavaliers",109,NA,17695,"Regular",1,713,0.814424448842454,2,0
"1427",2020-01-30,"7:00p","Washington Wizards",121,"Charlotte Hornets",107,NA,15013,"Regular",0,714,0,2,0
"1428",2020-01-30,"7:00p","Charlotte Hornets",107,"Washington Wizards",121,NA,15013,"Regular",1,714,0.606340872374798,2,0
"1429",2020-01-30,"7:30p","Atlanta Hawks",127,"Philadelphia 76ers",117,NA,15227,"Regular",0,715,0,2,0
"1430",2020-01-30,"7:30p","Philadelphia 76ers",117,"Atlanta Hawks",127,NA,15227,"Regular",1,715,0.708364346855229,2,0
"1431",2020-01-30,"8:00p","Golden State Warriors",104,"Boston Celtics",119,NA,19156,"Regular",1,716,0.906578324656886,2,0
"1432",2020-01-30,"8:00p","Boston Celtics",119,"Golden State Warriors",104,NA,19156,"Regular",0,716,0,2,0
"1433",2020-01-30,"10:30p","Denver Nuggets",106,"Utah Jazz",100,NA,19520,"Regular",0,717,0,1,-1
"1434",2020-01-30,"10:30p","Utah Jazz",100,"Denver Nuggets",106,NA,19520,"Regular",1,717,0.910277933221414,2,1
"1435",2020-01-30,"10:30p","Sacramento Kings",124,"Los Angeles Clippers",103,NA,19068,"Regular",1,718,0.886100655234909,4,3
"1436",2020-01-30,"10:30p","Los Angeles Clippers",103,"Sacramento Kings",124,NA,19068,"Regular",0,718,0,1,-3
"1437",2020-01-31,"7:00p","Detroit Pistons",92,"Toronto Raptors",105,NA,17356,"Regular",0,719,0,1,-1
"1438",2020-01-31,"7:00p","Toronto Raptors",105,"Detroit Pistons",92,NA,17356,"Regular",1,719,0.785766026801883,2,1
"1439",2020-01-31,"7:30p","Chicago Bulls",118,"Brooklyn Nets",133,NA,17732,"Regular",1,720,0.817218176790488,2,0
"1440",2020-01-31,"7:30p","Brooklyn Nets",133,"Chicago Bulls",118,NA,17732,"Regular",0,720,0,2,0
"1441",2020-01-31,"7:30p","Houston Rockets",128,"Dallas Mavericks",121,NA,18055,"Regular",0,721,0,3,1
"1442",2020-01-31,"7:30p","Dallas Mavericks",121,"Houston Rockets",128,NA,18055,"Regular",1,721,0.853664302600473,2,-1
"1443",2020-01-31,"8:00p","Memphis Grizzlies",111,"New Orleans Pelicans",139,NA,18362,"Regular",1,722,0.874589187901881,3,1
"1444",2020-01-31,"8:00p","New Orleans Pelicans",139,"Memphis Grizzlies",111,NA,18362,"Regular",0,722,0,2,-1
"1445",2020-01-31,"9:00p","Milwaukee Bucks",115,"Denver Nuggets",127,NA,18141,"Regular",0,723,0,1,-2
"1446",2020-01-31,"9:00p","Denver Nuggets",127,"Milwaukee Bucks",115,NA,18141,"Regular",1,723,0.821305686345527,3,2
"1447",2020-01-31,"9:00p","Oklahoma City Thunder",111,"Phoenix Suns",107,NA,17260,"Regular",1,724,0.833011583011583,3,1
"1448",2020-01-31,"9:00p","Phoenix Suns",107,"Oklahoma City Thunder",111,NA,17260,"Regular",0,724,0,2,-1
"1449",2020-01-31,"10:30p","Portland Trail Blazers",127,"Los Angeles Lakers",119,NA,18997,"Regular",1,725,0.881122448979592,6,4
"1450",2020-01-31,"10:30p","Los Angeles Lakers",119,"Portland Trail Blazers",127,NA,18997,"Regular",0,725,0,2,-4
"1451",2020-02-01,"3:30p","Minnesota Timberwolves",106,"Los Angeles Clippers",118,NA,19068,"Regular",1,726,0.886100655234909,2,-3
"1452",2020-02-01,"3:30p","Los Angeles Clippers",118,"Minnesota Timberwolves",106,NA,19068,"Regular",0,726,0,5,3
"1453",2020-02-01,"7:00p","New York Knicks",92,"Indiana Pacers",85,NA,17923,"Regular",1,727,0.830306680255721,3,0
"1454",2020-02-01,"7:00p","Indiana Pacers",85,"New York Knicks",92,NA,17923,"Regular",0,727,0,3,0
"1455",2020-02-01,"7:00p","Miami Heat",102,"Orlando Magic",89,NA,18846,"Regular",1,728,0.919227392449517,5,1
"1456",2020-02-01,"7:00p","Orlando Magic",89,"Miami Heat",102,NA,18846,"Regular",0,728,0,4,-1
"1457",2020-02-01,"8:00p","Golden State Warriors",131,"Cleveland Cavaliers",112,NA,18410,"Regular",1,729,0.847332811708934,2,0
"1458",2020-02-01,"8:00p","Cleveland Cavaliers",112,"Golden State Warriors",131,NA,18410,"Regular",0,729,0,2,0
"1459",2020-02-01,"8:00p","Washington Wizards",113,"Brooklyn Nets",107,NA,18196,"Regular",0,730,0,1,-1
"1460",2020-02-01,"8:00p","Brooklyn Nets",107,"Washington Wizards",113,NA,18196,"Regular",1,730,0.734894991922456,2,1
"1461",2020-02-01,"8:30p","Boston Celtics",116,"Philadelphia 76ers",95,NA,19156,"Regular",0,731,0,2,0
"1462",2020-02-01,"8:30p","Philadelphia 76ers",95,"Boston Celtics",116,NA,19156,"Regular",1,731,0.906578324656886,2,0
"1463",2020-02-01,"8:30p","Atlanta Hawks",100,"Dallas Mavericks",123,NA,20328,"Regular",1,732,0.948665297741273,1,-1
"1464",2020-02-01,"8:30p","Dallas Mavericks",123,"Atlanta Hawks",100,NA,20328,"Regular",0,732,0,2,1
"1465",2020-02-01,"9:00p","San Antonio Spurs",114,"Charlotte Hornets",90,NA,18615,"Regular",0,733,0,2,-1
"1466",2020-02-01,"9:00p","Charlotte Hornets",90,"San Antonio Spurs",114,NA,18615,"Regular",1,733,0.880017018862573,3,1
"1467",2020-02-01,"10:00p","Sacramento Kings",113,"Los Angeles Lakers",129,NA,17583,"Regular",0,734,0,1,-1
"1468",2020-02-01,"10:00p","Los Angeles Lakers",129,"Sacramento Kings",113,NA,17583,"Regular",1,734,0.853875291375291,2,1
"1469",2020-02-01,"10:30p","Portland Trail Blazers",124,"Utah Jazz",107,NA,19603,"Regular",0,735,0,2,1
"1470",2020-02-01,"10:30p","Utah Jazz",107,"Portland Trail Blazers",124,NA,19603,"Regular",1,735,0.966474387418035,1,-1
"1471",2020-02-02,"12:30p","Denver Nuggets",123,"Detroit Pistons",128,"OT",15488,"Regular",1,736,0.701195219123506,2,0
"1472",2020-02-02,"12:30p","Detroit Pistons",128,"Denver Nuggets",123,"OT",15488,"Regular",0,736,0,2,0
"1473",2020-02-02,"2:00p","Houston Rockets",117,"New Orleans Pelicans",109,NA,18055,"Regular",0,737,0,2,0
"1474",2020-02-02,"2:00p","New Orleans Pelicans",109,"Houston Rockets",117,NA,18055,"Regular",1,737,0.853664302600473,2,0
"1475",2020-02-02,"2:00p","Milwaukee Bucks",129,"Phoenix Suns",108,NA,17754,"Regular",0,738,0,2,0
"1476",2020-02-02,"2:00p","Phoenix Suns",108,"Milwaukee Bucks",129,NA,17754,"Regular",1,738,0.803784860557769,2,0
"1477",2020-02-02,"3:00p","Chicago Bulls",102,"Toronto Raptors",129,NA,19800,"Regular",1,739,0.909174396179631,2,0
"1478",2020-02-02,"3:00p","Toronto Raptors",129,"Chicago Bulls",102,NA,19800,"Regular",0,739,0,2,0
"1479",2020-02-03,"7:00p","Orlando Magic",112,"Charlotte Hornets",100,NA,12337,"Regular",1,740,0.573573852805802,2,0
"1480",2020-02-03,"7:00p","Charlotte Hornets",100,"Orlando Magic",112,NA,12337,"Regular",0,740,0,2,0
"1481",2020-02-03,"7:00p","New York Knicks",139,"Cleveland Cavaliers",134,"OT",16303,"Regular",1,741,0.750356699038063,2,0
"1482",2020-02-03,"7:00p","Cleveland Cavaliers",134,"New York Knicks",139,"OT",16303,"Regular",0,741,0,2,0
"1483",2020-02-03,"7:00p","Dallas Mavericks",112,"Indiana Pacers",103,NA,15086,"Regular",1,742,0.69887890299268,2,0
"1484",2020-02-03,"7:00p","Indiana Pacers",103,"Dallas Mavericks",112,NA,15086,"Regular",0,742,0,2,0
"1485",2020-02-03,"7:00p","Golden State Warriors",125,"Washington Wizards",117,NA,17120,"Regular",1,743,0.691437802907916,2,0
"1486",2020-02-03,"7:00p","Washington Wizards",117,"Golden State Warriors",125,NA,17120,"Regular",0,743,0,2,0
"1487",2020-02-03,"7:30p","Atlanta Hawks",115,"Boston Celtics",123,NA,16231,"Regular",0,744,0,2,0
"1488",2020-02-03,"7:30p","Boston Celtics",123,"Atlanta Hawks",115,NA,16231,"Regular",1,744,0.755070710829922,2,0
"1489",2020-02-03,"7:30p","Phoenix Suns",97,"Brooklyn Nets",119,NA,14891,"Regular",1,745,0.68628445017974,2,1
"1490",2020-02-03,"7:30p","Brooklyn Nets",119,"Phoenix Suns",97,NA,14891,"Regular",0,745,0,1,-1
"1491",2020-02-03,"7:30p","Philadelphia 76ers",106,"Miami Heat",137,NA,19725,"Regular",1,746,0.90911185878232,2,0
"1492",2020-02-03,"7:30p","Miami Heat",137,"Philadelphia 76ers",106,NA,19725,"Regular",0,746,0,2,0
"1493",2020-02-03,"8:00p","Memphis Grizzlies",96,"Detroit Pistons",82,NA,14597,"Regular",0,747,0,1,-2
"1494",2020-02-03,"8:00p","Detroit Pistons",82,"Memphis Grizzlies",96,NA,14597,"Regular",1,747,0.664738831458627,3,2
"1495",2020-02-03,"10:00p","Sacramento Kings",113,"Minnesota Timberwolves",109,NA,15819,"Regular",0,748,0,2,0
"1496",2020-02-03,"10:00p","Minnesota Timberwolves",109,"Sacramento Kings",113,NA,15819,"Regular",1,748,0.768210955710956,2,0
"1497",2020-02-03,"10:30p","San Antonio Spurs",105,"Los Angeles Clippers",108,NA,19068,"Regular",1,749,0.886100655234909,2,0
"1498",2020-02-03,"10:30p","Los Angeles Clippers",108,"San Antonio Spurs",105,NA,19068,"Regular",0,749,0,2,0
"1499",2020-02-04,"7:30p","Milwaukee Bucks",120,"New Orleans Pelicans",108,NA,15424,"Regular",1,750,0.734651107406525,2,0
"1500",2020-02-04,"7:30p","New Orleans Pelicans",108,"Milwaukee Bucks",120,NA,15424,"Regular",0,750,0,2,0
"1501",2020-02-04,"8:00p","Houston Rockets",125,"Charlotte Hornets",110,NA,18055,"Regular",0,751,0,1,-1
"1502",2020-02-04,"8:00p","Charlotte Hornets",110,"Houston Rockets",125,NA,18055,"Regular",1,751,0.853664302600473,2,1
"1503",2020-02-04,"9:00p","Denver Nuggets",127,"Portland Trail Blazers",99,NA,19520,"Regular",0,752,0,3,1
"1504",2020-02-04,"9:00p","Portland Trail Blazers",99,"Denver Nuggets",127,NA,19520,"Regular",1,752,0.910277933221414,2,-1
"1505",2020-02-04,"10:00p","San Antonio Spurs",102,"Los Angeles Lakers",129,NA,18997,"Regular",1,753,0.881122448979592,3,2
"1506",2020-02-04,"10:00p","Los Angeles Lakers",129,"San Antonio Spurs",102,NA,18997,"Regular",0,753,0,1,-2
"1507",2020-02-05,"7:00p","Detroit Pistons",116,"Phoenix Suns",108,NA,13707,"Regular",0,754,0,2,0
"1508",2020-02-05,"7:00p","Phoenix Suns",108,"Detroit Pistons",116,NA,13707,"Regular",1,754,0.620563201738501,2,0
"1509",2020-02-05,"7:30p","Boston Celtics",116,"Orlando Magic",100,NA,19156,"Regular",0,755,0,2,0
"1510",2020-02-05,"7:30p","Orlando Magic",100,"Boston Celtics",116,NA,19156,"Regular",1,755,0.906578324656886,2,0
"1511",2020-02-05,"7:30p","Golden State Warriors",88,"Brooklyn Nets",129,NA,14352,"Regular",1,756,0.66144345100931,2,0
"1512",2020-02-05,"7:30p","Brooklyn Nets",129,"Golden State Warriors",88,NA,14352,"Regular",0,756,0,2,0
"1513",2020-02-05,"7:30p","Indiana Pacers",118,"Toronto Raptors",119,NA,19800,"Regular",1,757,0.909174396179631,3,1
"1514",2020-02-05,"7:30p","Toronto Raptors",119,"Indiana Pacers",118,NA,19800,"Regular",0,757,0,2,-1
"1515",2020-02-05,"8:00p","Atlanta Hawks",127,"Minnesota Timberwolves",120,NA,10779,"Regular",1,758,0.5130169910999,2,0
"1516",2020-02-05,"8:00p","Minnesota Timberwolves",120,"Atlanta Hawks",127,NA,10779,"Regular",0,758,0,2,0
"1517",2020-02-05,"8:00p","Oklahoma City Thunder",109,"Cleveland Cavaliers",103,NA,18203,"Regular",0,759,0,2,-3
"1518",2020-02-05,"8:00p","Cleveland Cavaliers",103,"Oklahoma City Thunder",109,NA,18203,"Regular",1,759,0.880690889738255,5,3
"1519",2020-02-05,"8:30p","Memphis Grizzlies",121,"Dallas Mavericks",107,NA,20069,"Regular",1,760,0.9365783087549,2,0
"1520",2020-02-05,"8:30p","Dallas Mavericks",107,"Memphis Grizzlies",121,NA,20069,"Regular",0,760,0,2,0
"1521",2020-02-05,"9:00p","Denver Nuggets",98,"Utah Jazz",95,NA,18306,"Regular",1,761,0.88571705051287,4,3
"1522",2020-02-05,"9:00p","Utah Jazz",95,"Denver Nuggets",98,NA,18306,"Regular",0,761,0,1,-3
"1523",2020-02-05,"10:00p","Miami Heat",111,"Los Angeles Clippers",128,NA,19068,"Regular",1,762,0.886100655234909,2,0
"1524",2020-02-05,"10:00p","Los Angeles Clippers",128,"Miami Heat",111,NA,19068,"Regular",0,762,0,2,0
"1525",2020-02-06,"7:30p","New York Knicks",105,"Orlando Magic",103,NA,18895,"Regular",0,763,0,1,-2
"1526",2020-02-06,"7:30p","Orlando Magic",103,"New York Knicks",105,NA,18895,"Regular",1,763,0.866226562141842,3,2
"1527",2020-02-06,"8:00p","Chicago Bulls",119,"New Orleans Pelicans",125,NA,18247,"Regular",0,764,0,2,-2
"1528",2020-02-06,"8:00p","New Orleans Pelicans",125,"Chicago Bulls",119,NA,18247,"Regular",1,764,0.830957693884057,4,2
"1529",2020-02-06,"8:00p","Milwaukee Bucks",112,"Philadelphia 76ers",101,NA,17928,"Regular",0,765,0,3,1
"1530",2020-02-06,"8:00p","Philadelphia 76ers",101,"Milwaukee Bucks",112,NA,17928,"Regular",1,765,0.811662441144513,2,-1
"1531",2020-02-06,"10:00p","Portland Trail Blazers",125,"San Antonio Spurs",117,NA,19653,"Regular",0,766,0,2,0
"1532",2020-02-06,"10:00p","San Antonio Spurs",117,"Portland Trail Blazers",125,NA,19653,"Regular",1,766,0.968939505990238,2,0
"1533",2020-02-06,"10:30p","Houston Rockets",121,"Los Angeles Lakers",111,NA,18997,"Regular",1,767,0.881122448979592,2,0
"1534",2020-02-06,"10:30p","Los Angeles Lakers",111,"Houston Rockets",121,NA,18997,"Regular",0,767,0,2,0
"1535",2020-02-07,"7:00p","Memphis Grizzlies",107,"Philadelphia 76ers",119,NA,20779,"Regular",1,768,0.966060718768887,1,-1
"1536",2020-02-07,"7:00p","Philadelphia 76ers",119,"Memphis Grizzlies",107,NA,20779,"Regular",0,768,0,2,1
"1537",2020-02-07,"7:00p","Washington Wizards",119,"Dallas Mavericks",118,NA,20476,"Regular",0,769,0,2,-2
"1538",2020-02-07,"7:00p","Dallas Mavericks",118,"Washington Wizards",119,NA,20476,"Regular",1,769,0.826978998384491,4,2
"1539",2020-02-07,"7:30p","Atlanta Hawks",107,"Boston Celtics",112,NA,19156,"Regular",1,770,0.906578324656886,2,0
"1540",2020-02-07,"7:30p","Boston Celtics",112,"Atlanta Hawks",107,NA,19156,"Regular",0,770,0,2,0
"1541",2020-02-07,"8:00p","Indiana Pacers",106,"Toronto Raptors",115,NA,17028,"Regular",0,771,0,2,0
"1542",2020-02-07,"8:00p","Toronto Raptors",115,"Indiana Pacers",106,NA,17028,"Regular",1,771,0.788844621513944,2,0
"1543",2020-02-07,"8:00p","Oklahoma City Thunder",108,"Detroit Pistons",101,NA,18203,"Regular",0,772,0,2,0
"1544",2020-02-07,"8:00p","Detroit Pistons",101,"Oklahoma City Thunder",108,NA,18203,"Regular",1,772,0.880690889738255,2,0
"1545",2020-02-07,"9:00p","Houston Rockets",91,"Phoenix Suns",127,NA,17043,"Regular",1,773,0.82253861003861,2,1
"1546",2020-02-07,"9:00p","Phoenix Suns",127,"Houston Rockets",91,NA,17043,"Regular",0,773,0,1,-1
"1547",2020-02-07,"10:00p","Sacramento Kings",105,"Miami Heat",97,NA,16760,"Regular",0,774,0,2,-2
"1548",2020-02-07,"10:00p","Miami Heat",97,"Sacramento Kings",105,NA,16760,"Regular",1,774,0.813908313908314,4,2
"1549",2020-02-07,"10:30p","Portland Trail Blazers",114,"Utah Jazz",117,NA,18306,"Regular",1,775,0.88571705051287,2,1
"1550",2020-02-07,"10:30p","Utah Jazz",117,"Portland Trail Blazers",114,NA,18306,"Regular",0,775,0,1,-1
"1551",2020-02-08,"5:00p","Milwaukee Bucks",111,"Orlando Magic",95,NA,16632,"Regular",1,776,0.811237928007024,2,0
"1552",2020-02-08,"5:00p","Orlando Magic",95,"Milwaukee Bucks",111,NA,16632,"Regular",0,776,0,2,0
"1553",2020-02-08,"7:00p","Dallas Mavericks",116,"Charlotte Hornets",100,NA,19370,"Regular",1,777,0.900553256776233,4,3
"1554",2020-02-08,"7:00p","Charlotte Hornets",100,"Dallas Mavericks",116,NA,19370,"Regular",0,777,0,1,-3
"1555",2020-02-08,"7:00p","New York Knicks",95,"Detroit Pistons",92,NA,15980,"Regular",1,778,0.723469757334299,1,-1
"1556",2020-02-08,"7:00p","Detroit Pistons",92,"New York Knicks",95,NA,15980,"Regular",0,778,0,2,1
"1557",2020-02-08,"7:30p","Indiana Pacers",117,"New Orleans Pelicans",124,NA,17923,"Regular",0,779,0,2,1
"1558",2020-02-08,"7:30p","New Orleans Pelicans",124,"Indiana Pacers",117,NA,17923,"Regular",1,779,0.830306680255721,1,-1
"1559",2020-02-08,"7:30p","Brooklyn Nets",118,"Toronto Raptors",119,NA,19800,"Regular",1,780,0.909174396179631,1,-2
"1560",2020-02-08,"7:30p","Toronto Raptors",119,"Brooklyn Nets",118,NA,19800,"Regular",0,780,0,3,2
"1561",2020-02-08,"8:00p","Minnesota Timberwolves",142,"Los Angeles Clippers",115,NA,18978,"Regular",0,781,0,3,0
"1562",2020-02-08,"8:00p","Los Angeles Clippers",115,"Minnesota Timberwolves",142,NA,18978,"Regular",1,781,0.903241159392699,3,0
"1563",2020-02-08,"8:30p","Golden State Warriors",120,"Los Angeles Lakers",125,NA,18064,"Regular",0,782,0,2,-1
"1564",2020-02-08,"8:30p","Los Angeles Lakers",125,"Golden State Warriors",120,NA,18064,"Regular",1,782,0.729563812600969,3,1
"1565",2020-02-08,"9:00p","Denver Nuggets",117,"Phoenix Suns",108,NA,16843,"Regular",1,783,0.8128861003861,1,-2
"1566",2020-02-08,"9:00p","Phoenix Suns",108,"Denver Nuggets",117,NA,16843,"Regular",0,783,0,3,2
"1567",2020-02-08,"10:00p","Sacramento Kings",122,"San Antonio Spurs",102,NA,16756,"Regular",0,784,0,2,1
"1568",2020-02-08,"10:00p","San Antonio Spurs",102,"Sacramento Kings",122,NA,16756,"Regular",1,784,0.813714063714064,1,-1
"1569",2020-02-09,"3:30p","Oklahoma City Thunder",111,"Boston Celtics",112,NA,18203,"Regular",0,785,0,2,0
"1570",2020-02-09,"3:30p","Boston Celtics",112,"Oklahoma City Thunder",111,NA,18203,"Regular",1,785,0.880690889738255,2,0
"1571",2020-02-09,"6:00p","Atlanta Hawks",140,"New York Knicks",135,"2OT",16309,"Regular",0,786,0,1,-1
"1572",2020-02-09,"6:00p","New York Knicks",135,"Atlanta Hawks",140,"2OT",16309,"Regular",1,786,0.758699292891701,2,1
"1573",2020-02-09,"6:00p","Chicago Bulls",111,"Philadelphia 76ers",118,NA,21018,"Regular",1,787,0.977172346459622,2,-1
"1574",2020-02-09,"6:00p","Philadelphia 76ers",118,"Chicago Bulls",111,NA,21018,"Regular",0,787,0,3,1
"1575",2020-02-09,"6:00p","Washington Wizards",99,"Memphis Grizzlies",106,NA,17251,"Regular",0,788,0,2,0
"1576",2020-02-09,"6:00p","Memphis Grizzlies",106,"Washington Wizards",99,NA,17251,"Regular",1,788,0.69672859450727,2,0
"1577",2020-02-09,"7:00p","Houston Rockets",113,"Utah Jazz",114,NA,18055,"Regular",0,789,0,2,0
"1578",2020-02-09,"7:00p","Utah Jazz",114,"Houston Rockets",113,NA,18055,"Regular",1,789,0.853664302600473,2,0
"1579",2020-02-09,"7:30p","Cleveland Cavaliers",92,"Los Angeles Clippers",133,NA,17240,"Regular",0,790,0,1,-3
"1580",2020-02-09,"7:30p","Los Angeles Clippers",133,"Cleveland Cavaliers",92,NA,17240,"Regular",1,790,0.793482763381967,4,3
"1581",2020-02-09,"9:00p","Portland Trail Blazers",115,"Miami Heat",109,NA,19726,"Regular",0,791,0,2,0
"1582",2020-02-09,"9:00p","Miami Heat",109,"Portland Trail Blazers",115,NA,19726,"Regular",1,791,0.972538579105655,2,0
"1583",2020-02-10,"7:00p","Detroit Pistons",76,"Charlotte Hornets",87,NA,13941,"Regular",0,792,0,2,0
"1584",2020-02-10,"7:00p","Charlotte Hornets",87,"Detroit Pistons",76,NA,13941,"Regular",1,792,0.631157189424122,2,0
"1585",2020-02-10,"7:00p","Brooklyn Nets",106,"Indiana Pacers",105,NA,16761,"Regular",1,793,0.776475493375336,2,0
"1586",2020-02-10,"7:00p","Indiana Pacers",105,"Brooklyn Nets",106,NA,16761,"Regular",0,793,0,2,0
"1587",2020-02-10,"7:00p","Atlanta Hawks",126,"Orlando Magic",135,NA,17076,"Regular",1,794,0.832894351770559,2,1
"1588",2020-02-10,"7:00p","Orlando Magic",135,"Atlanta Hawks",126,NA,17076,"Regular",0,794,0,1,-1
"1589",2020-02-10,"7:30p","Minnesota Timberwolves",126,"Toronto Raptors",137,NA,19800,"Regular",1,795,0.909174396179631,2,0
"1590",2020-02-10,"7:30p","Toronto Raptors",137,"Minnesota Timberwolves",126,NA,19800,"Regular",0,795,0,2,0
"1591",2020-02-10,"8:00p","Milwaukee Bucks",123,"Sacramento Kings",111,NA,17463,"Regular",0,796,0,2,0
"1592",2020-02-10,"8:00p","Sacramento Kings",111,"Milwaukee Bucks",123,NA,17463,"Regular",1,796,0.790610286128214,2,0
"1593",2020-02-10,"8:30p","Utah Jazz",123,"Dallas Mavericks",119,NA,19793,"Regular",1,797,0.923697965279074,2,1
"1594",2020-02-10,"8:30p","Dallas Mavericks",119,"Utah Jazz",123,NA,19793,"Regular",0,797,0,1,-1
"1595",2020-02-10,"9:00p","Denver Nuggets",127,"San Antonio Spurs",120,NA,19520,"Regular",0,798,0,2,0
"1596",2020-02-10,"9:00p","San Antonio Spurs",120,"Denver Nuggets",127,NA,19520,"Regular",1,798,0.910277933221414,2,0
"1597",2020-02-10,"10:30p","Golden State Warriors",101,"Miami Heat",113,NA,18064,"Regular",0,799,0,1,-1
"1598",2020-02-10,"10:30p","Miami Heat",113,"Golden State Warriors",101,NA,18064,"Regular",1,799,0.729563812600969,2,1
"1599",2020-02-10,"10:30p","Phoenix Suns",100,"Los Angeles Lakers",125,NA,18997,"Regular",1,800,0.881122448979592,2,0
"1600",2020-02-10,"10:30p","Los Angeles Lakers",125,"Phoenix Suns",100,NA,18997,"Regular",0,800,0,2,0
"1601",2020-02-11,"7:00p","Philadelphia 76ers",110,"Los Angeles Clippers",103,NA,20730,"Regular",0,801,0,2,0
"1602",2020-02-11,"7:00p","Los Angeles Clippers",103,"Philadelphia 76ers",110,NA,20730,"Regular",1,801,0.963782602631457,2,0
"1603",2020-02-11,"7:00p","Washington Wizards",126,"Chicago Bulls",114,NA,15135,"Regular",0,802,0,2,0
"1604",2020-02-11,"7:00p","Chicago Bulls",114,"Washington Wizards",126,NA,15135,"Regular",1,802,0.61126817447496,2,0
"1605",2020-02-11,"8:00p","Portland Trail Blazers",117,"New Orleans Pelicans",138,NA,15739,"Regular",1,803,0.749654679685639,3,1
"1606",2020-02-11,"8:00p","New Orleans Pelicans",138,"Portland Trail Blazers",117,NA,15739,"Regular",0,803,0,2,-1
"1607",2020-02-11,"8:00p","Oklahoma City Thunder",106,"San Antonio Spurs",114,NA,18203,"Regular",0,804,0,1,-1
"1608",2020-02-11,"8:00p","San Antonio Spurs",114,"Oklahoma City Thunder",106,NA,18203,"Regular",1,804,0.880690889738255,2,1
"1609",2020-02-11,"9:30p","Houston Rockets",116,"Boston Celtics",105,NA,18055,"Regular",0,805,0,2,0
"1610",2020-02-11,"9:30p","Boston Celtics",105,"Houston Rockets",116,NA,18055,"Regular",1,805,0.853664302600473,2,0
"1611",2020-02-12,"7:00p","Atlanta Hawks",105,"Cleveland Cavaliers",127,NA,16200,"Regular",1,806,0.745616053757997,3,1
"1612",2020-02-12,"7:00p","Cleveland Cavaliers",127,"Atlanta Hawks",105,NA,16200,"Regular",0,806,0,2,-1
"1613",2020-02-12,"7:00p","Detroit Pistons",112,"Orlando Magic",116,"OT",16607,"Regular",1,807,0.810018534777095,2,0
"1614",2020-02-12,"7:00p","Orlando Magic",116,"Detroit Pistons",112,"OT",16607,"Regular",0,807,0,2,0
"1615",2020-02-12,"7:30p","Brooklyn Nets",101,"Toronto Raptors",91,NA,15823,"Regular",0,808,0,2,0
"1616",2020-02-12,"7:30p","Toronto Raptors",91,"Brooklyn Nets",101,NA,15823,"Regular",1,808,0.729237717762006,2,0
"1617",2020-02-12,"7:30p","Milwaukee Bucks",111,"Indiana Pacers",118,NA,17018,"Regular",1,809,0.788381358287779,2,0
"1618",2020-02-12,"7:30p","Indiana Pacers",118,"Milwaukee Bucks",111,NA,17018,"Regular",0,809,0,2,0
"1619",2020-02-12,"7:30p","New York Knicks",96,"Washington Wizards",114,NA,18835,"Regular",0,810,0,1,-2
"1620",2020-02-12,"7:30p","Washington Wizards",114,"New York Knicks",96,NA,18835,"Regular",1,810,0.863475908861688,3,2
