"","date_game","game_start_time","opponent_name","opponent_pts","team_name","team_pts","overtimes","attendance","game_type","away0_home1","game_id","attendance.perc","rest_time","rest_diff"
"216",2019-11-06,"8:00p","Minnesota Timberwolves",121,"Memphis Grizzlies",137,NA,13503,"Regular",1,108,0.614918712145362,2,0
"217",2019-11-06,"8:30p","Dallas Mavericks",107,"Orlando Magic",106,NA,19487,"Regular",0,109,0,1,-2
"218",2019-11-06,"8:30p","Orlando Magic",106,"Dallas Mavericks",107,NA,19487,"Regular",1,109,0.909417584468919,3,2
"219",2019-11-06,"9:00p","Utah Jazz",106,"Philadelphia 76ers",104,NA,18306,"Regular",0,110,0,2,-1
"220",2019-11-06,"9:00p","Philadelphia 76ers",104,"Utah Jazz",106,NA,18306,"Regular",1,110,0.88571705051287,3,1
"221",2019-11-06,"10:00p","Milwaukee Bucks",129,"Los Angeles Clippers",124,NA,19068,"Regular",1,111,0.886100655234909,3,1
"222",2019-11-06,"10:00p","Los Angeles Clippers",124,"Milwaukee Bucks",129,NA,19068,"Regular",0,111,0,2,-1
"223",2019-11-07,"8:00p","Boston Celtics",108,"Charlotte Hornets",87,NA,18487,"Regular",1,112,0.859500674136408,2,0
"224",2019-11-07,"8:00p","Charlotte Hornets",87,"Boston Celtics",108,NA,18487,"Regular",0,112,0,2,0
"225",2019-11-07,"8:30p","Oklahoma City Thunder",112,"San Antonio Spurs",121,NA,18354,"Regular",1,113,0.867678343497376,2,0
"226",2019-11-07,"8:30p","San Antonio Spurs",121,"Oklahoma City Thunder",112,NA,18354,"Regular",0,113,0,2,0
"227",2019-11-07,"9:00p","Phoenix Suns",108,"Miami Heat",124,NA,15498,"Regular",0,114,0,2,-1
"228",2019-11-07,"9:00p","Miami Heat",124,"Phoenix Suns",108,NA,15498,"Regular",1,114,0.747972972972973,3,1
"229",2019-11-07,"10:30p","Portland Trail Blazers",101,"Los Angeles Clippers",107,NA,19068,"Regular",1,115,0.886100655234909,1,-2
"230",2019-11-07,"10:30p","Los Angeles Clippers",107,"Portland Trail Blazers",101,NA,19068,"Regular",0,115,0,3,2
"231",2019-11-08,"7:00p","Detroit Pistons",106,"Indiana Pacers",112,NA,15544,"Regular",1,116,0.720096358751042,2,0
"232",2019-11-08,"7:00p","Indiana Pacers",112,"Detroit Pistons",106,NA,15544,"Regular",0,116,0,2,0
"233",2019-11-08,"7:00p","Memphis Grizzlies",86,"Orlando Magic",118,NA,17021,"Regular",1,117,0.830211686664716,2,0
"234",2019-11-08,"7:00p","Orlando Magic",118,"Memphis Grizzlies",86,NA,17021,"Regular",0,117,0,2,0
"235",2019-11-08,"7:00p","Washington Wizards",100,"Cleveland Cavaliers",113,NA,16946,"Regular",0,118,0,3,1
"236",2019-11-08,"7:00p","Cleveland Cavaliers",113,"Washington Wizards",100,NA,16946,"Regular",1,118,0.684410339256866,2,-1
"237",2019-11-08,"7:30p","Atlanta Hawks",109,"Sacramento Kings",121,NA,16447,"Regular",0,119,0,2,0
"238",2019-11-08,"7:30p","Sacramento Kings",121,"Atlanta Hawks",109,NA,16447,"Regular",1,119,0.765119091924079,2,0
"239",2019-11-08,"8:00p","Golden State Warriors",119,"Minnesota Timberwolves",125,"OT",15647,"Regular",1,120,0.744705154442911,2,0
"240",2019-11-08,"8:00p","Minnesota Timberwolves",125,"Golden State Warriors",119,"OT",15647,"Regular",0,120,0,2,0
"241",2019-11-08,"8:00p","New Orleans Pelicans",104,"Toronto Raptors",122,NA,16337,"Regular",0,121,0,2,-2
"242",2019-11-08,"8:00p","Toronto Raptors",122,"New Orleans Pelicans",104,NA,16337,"Regular",1,121,0.778137651821862,4,2
"243",2019-11-08,"8:30p","New York Knicks",106,"Dallas Mavericks",102,NA,20257,"Regular",1,122,0.945351876050028,2,0
"244",2019-11-08,"8:30p","Dallas Mavericks",102,"New York Knicks",106,NA,20257,"Regular",0,122,0,2,0
"245",2019-11-08,"9:00p","Denver Nuggets",100,"Philadelphia 76ers",97,NA,19520,"Regular",0,123,0,2,-1
"246",2019-11-08,"9:00p","Philadelphia 76ers",97,"Denver Nuggets",100,NA,19520,"Regular",1,123,0.910277933221414,3,1
"247",2019-11-08,"9:00p","Milwaukee Bucks",100,"Utah Jazz",103,NA,18306,"Regular",1,124,0.88571705051287,2,0
"248",2019-11-08,"9:00p","Utah Jazz",103,"Milwaukee Bucks",100,NA,18306,"Regular",0,124,0,2,0
"249",2019-11-08,"10:00p","Portland Trail Blazers",115,"Brooklyn Nets",119,NA,20089,"Regular",0,125,0,4,3
"250",2019-11-08,"10:00p","Brooklyn Nets",119,"Portland Trail Blazers",115,NA,20089,"Regular",1,125,0.990435339939851,1,-3
"251",2019-11-08,"10:30p","Miami Heat",80,"Los Angeles Lakers",95,NA,18997,"Regular",1,126,0.881122448979592,3,2
"252",2019-11-08,"10:30p","Los Angeles Lakers",95,"Miami Heat",80,NA,18997,"Regular",0,126,0,1,-2
"253",2019-11-09,"5:00p","Boston Celtics",135,"San Antonio Spurs",115,NA,18354,"Regular",1,127,0.867678343497376,2,0
"254",2019-11-09,"5:00p","San Antonio Spurs",115,"Boston Celtics",135,NA,18354,"Regular",0,127,0,2,0
"255",2019-11-09,"7:00p","Charlotte Hornets",110,"New Orleans Pelicans",115,NA,18513,"Regular",0,128,0,1,-1
"256",2019-11-09,"7:00p","New Orleans Pelicans",115,"Charlotte Hornets",110,NA,18513,"Regular",1,128,0.860709470454228,2,1
"257",2019-11-09,"8:00p","Houston Rockets",117,"Chicago Bulls",94,NA,20482,"Regular",1,129,0.932738284985655,3,0
"258",2019-11-09,"8:00p","Chicago Bulls",94,"Houston Rockets",117,NA,20482,"Regular",0,129,0,3,0
"259",2019-11-09,"8:00p","Memphis Grizzlies",122,"Dallas Mavericks",138,NA,15753,"Regular",0,130,0,1,0
"260",2019-11-09,"8:00p","Dallas Mavericks",138,"Memphis Grizzlies",122,NA,15753,"Regular",1,130,0.717382394462407,1,0
"261",2019-11-09,"8:00p","Golden State Warriors",108,"Oklahoma City Thunder",114,NA,18203,"Regular",1,131,0.880690889738255,2,1
"262",2019-11-09,"8:00p","Oklahoma City Thunder",114,"Golden State Warriors",108,NA,18203,"Regular",0,131,0,1,-1
"263",2019-11-10,"3:30p","Denver Nuggets",100,"Minnesota Timberwolves",98,"OT",13553,"Regular",1,132,0.645043072676217,2,0
"264",2019-11-10,"3:30p","Minnesota Timberwolves",98,"Denver Nuggets",100,"OT",13553,"Regular",0,132,0,2,0
"265",2019-11-10,"6:00p","Orlando Magic",102,"Indiana Pacers",109,NA,17118,"Regular",0,133,0,2,0
"266",2019-11-10,"6:00p","Indiana Pacers",109,"Orlando Magic",102,NA,17118,"Regular",1,133,0.834942932396839,2,0
"267",2019-11-10,"6:00p","Philadelphia 76ers",114,"Charlotte Hornets",106,NA,20311,"Regular",0,134,0,1,-1
"268",2019-11-10,"6:00p","Charlotte Hornets",106,"Philadelphia 76ers",114,NA,20311,"Regular",1,134,0.944302385048119,2,1
"269",2019-11-10,"7:00p","Milwaukee Bucks",121,"Oklahoma City Thunder",119,NA,18203,"Regular",1,135,0.880690889738255,1,-1
"270",2019-11-10,"7:00p","Oklahoma City Thunder",119,"Milwaukee Bucks",121,NA,18203,"Regular",0,135,0,2,1
"271",2019-11-10,"7:30p","New York Knicks",87,"Cleveland Cavaliers",108,NA,19812,"Regular",0,136,0,2,0
"272",2019-11-10,"7:30p","Cleveland Cavaliers",108,"New York Knicks",87,NA,19812,"Regular",1,136,0.908265713106863,2,0
"273",2019-11-10,"8:00p","Phoenix Suns",138,"Brooklyn Nets",112,NA,17290,"Regular",0,137,0,2,-1
"274",2019-11-10,"8:00p","Brooklyn Nets",112,"Phoenix Suns",138,NA,17290,"Regular",1,137,0.834459459459459,3,1
"275",2019-11-10,"9:00p","Atlanta Hawks",113,"Portland Trail Blazers",124,"OT",20041,"Regular",1,138,0.988068826110536,2,0
"276",2019-11-10,"9:00p","Portland Trail Blazers",124,"Atlanta Hawks",113,"OT",20041,"Regular",0,138,0,2,0
"277",2019-11-10,"9:30p","Los Angeles Lakers",104,"Toronto Raptors",113,NA,18997,"Regular",0,139,0,2,0
"278",2019-11-10,"9:30p","Toronto Raptors",113,"Los Angeles Lakers",104,NA,18997,"Regular",1,139,0.881122448979592,2,0
"279",2019-11-11,"7:00p","Minnesota Timberwolves",120,"Detroit Pistons",114,NA,12526,"Regular",1,140,0.567095255342267,3,2
"280",2019-11-11,"7:00p","Detroit Pistons",114,"Minnesota Timberwolves",120,NA,12526,"Regular",0,140,0,1,-2
"281",2019-11-11,"7:30p","Boston Celtics",116,"Dallas Mavericks",106,NA,18624,"Regular",0,141,0,2,0
"282",2019-11-11,"7:30p","Dallas Mavericks",106,"Boston Celtics",116,NA,18624,"Regular",1,141,0.88140085186938,2,0
"283",2019-11-11,"7:30p","Memphis Grizzlies",113,"San Antonio Spurs",109,NA,18627,"Regular",1,142,0.880584314281662,2,0
"284",2019-11-11,"7:30p","San Antonio Spurs",109,"Memphis Grizzlies",113,NA,18627,"Regular",0,142,0,2,0
"285",2019-11-11,"8:00p","Houston Rockets",122,"New Orleans Pelicans",116,NA,16695,"Regular",1,143,0.795189330793046,2,0
"286",2019-11-11,"8:00p","New Orleans Pelicans",116,"Houston Rockets",122,NA,16695,"Regular",0,143,0,2,0
"287",2019-11-11,"10:30p","Golden State Warriors",108,"Utah Jazz",122,NA,18064,"Regular",0,144,0,3,1
"288",2019-11-11,"10:30p","Utah Jazz",122,"Golden State Warriors",108,NA,18064,"Regular",1,144,0.729563812600969,2,-1
"289",2019-11-11,"10:30p","Los Angeles Clippers",98,"Toronto Raptors",88,NA,19068,"Regular",0,145,0,1,-3
"290",2019-11-11,"10:30p","Toronto Raptors",88,"Los Angeles Clippers",98,NA,19068,"Regular",1,145,0.886100655234909,4,3
"291",2019-11-12,"7:00p","Oklahoma City Thunder",85,"Indiana Pacers",111,NA,15838,"Regular",1,146,0.733716297600296,2,0
"292",2019-11-12,"7:00p","Indiana Pacers",111,"Oklahoma City Thunder",85,NA,15838,"Regular",0,146,0,2,0
"293",2019-11-12,"7:00p","Cleveland Cavaliers",97,"Philadelphia 76ers",98,NA,20294,"Regular",1,147,0.943512018224929,2,0
"294",2019-11-12,"7:00p","Philadelphia 76ers",98,"Cleveland Cavaliers",97,NA,20294,"Regular",0,147,0,2,0
"295",2019-11-12,"7:30p","Detroit Pistons",108,"Miami Heat",117,NA,19600,"Regular",1,148,0.903350693644283,4,3
"296",2019-11-12,"7:30p","Miami Heat",117,"Detroit Pistons",108,NA,19600,"Regular",0,148,0,1,-3
"297",2019-11-12,"8:00p","New York Knicks",102,"Chicago Bulls",120,NA,18668,"Regular",1,149,0.850129787330935,3,1
"298",2019-11-12,"8:00p","Chicago Bulls",120,"New York Knicks",102,NA,18668,"Regular",0,149,0,2,-1
"299",2019-11-12,"9:00p","Atlanta Hawks",125,"Denver Nuggets",121,NA,18327,"Regular",1,150,0.85464465584779,2,0
"300",2019-11-12,"9:00p","Denver Nuggets",121,"Atlanta Hawks",125,NA,18327,"Regular",0,150,0,2,0
"301",2019-11-12,"9:00p","Phoenix Suns",115,"Los Angeles Lakers",123,NA,18055,"Regular",0,151,0,2,0
"302",2019-11-12,"9:00p","Los Angeles Lakers",123,"Phoenix Suns",115,NA,18055,"Regular",1,151,0.871380308880309,2,0
"303",2019-11-12,"9:00p","Utah Jazz",119,"Brooklyn Nets",114,NA,18306,"Regular",0,152,0,2,1
"304",2019-11-12,"9:00p","Brooklyn Nets",114,"Utah Jazz",119,NA,18306,"Regular",1,152,0.88571705051287,1,-1
"305",2019-11-12,"10:00p","Sacramento Kings",107,"Portland Trail Blazers",99,NA,16358,"Regular",0,153,0,2,-2
"306",2019-11-12,"10:00p","Portland Trail Blazers",99,"Sacramento Kings",107,NA,16358,"Regular",1,153,0.794386169386169,4,2
"307",2019-11-13,"7:00p","Memphis Grizzlies",119,"Charlotte Hornets",117,NA,13155,"Regular",1,154,0.611604444651076,3,1
"308",2019-11-13,"7:00p","Charlotte Hornets",117,"Memphis Grizzlies",119,NA,13155,"Regular",0,154,0,2,-1
"309",2019-11-13,"7:00p","Philadelphia 76ers",97,"Orlando Magic",112,NA,15113,"Regular",1,155,0.737147595356551,3,2
"310",2019-11-13,"7:00p","Orlando Magic",112,"Philadelphia 76ers",97,NA,15113,"Regular",0,155,0,1,-2
"311",2019-11-13,"7:30p","Washington Wizards",133,"Boston Celtics",140,NA,19156,"Regular",1,156,0.906578324656886,2,-3
"312",2019-11-13,"7:30p","Boston Celtics",140,"Washington Wizards",133,NA,19156,"Regular",0,156,0,5,3
"313",2019-11-13,"7:30p","Houston Rockets",102,"Los Angeles Clippers",93,NA,18055,"Regular",0,157,0,2,0
"314",2019-11-13,"7:30p","Los Angeles Clippers",93,"Houston Rockets",102,NA,18055,"Regular",1,157,0.853664302600473,2,0
"315",2019-11-13,"8:00p","Minnesota Timberwolves",129,"San Antonio Spurs",114,NA,11581,"Regular",0,158,0,2,0
"316",2019-11-13,"8:00p","San Antonio Spurs",114,"Minnesota Timberwolves",129,NA,11581,"Regular",1,158,0.551187473228309,2,0
"317",2019-11-13,"10:00p","Golden State Warriors",94,"Los Angeles Lakers",120,NA,18997,"Regular",1,159,0.881122448979592,1,-1
"318",2019-11-13,"10:00p","Los Angeles Lakers",120,"Golden State Warriors",94,NA,18997,"Regular",0,159,0,2,1
"319",2019-11-13,"10:00p","Portland Trail Blazers",106,"Toronto Raptors",114,NA,19544,"Regular",0,160,0,2,1
"320",2019-11-13,"10:00p","Toronto Raptors",114,"Portland Trail Blazers",106,NA,19544,"Regular",1,160,0.963565547502835,1,-1
"321",2019-11-14,"6:00p","Cleveland Cavaliers",97,"Miami Heat",108,NA,17374,"Regular",0,161,0,2,0
"322",2019-11-14,"6:00p","Miami Heat",108,"Cleveland Cavaliers",97,NA,17374,"Regular",1,161,0.799650204814286,2,0
"323",2019-11-14,"8:00p","Milwaukee Bucks",124,"Chicago Bulls",115,NA,17627,"Regular",0,162,0,2,-2
"324",2019-11-14,"8:00p","Chicago Bulls",115,"Milwaukee Bucks",124,NA,17627,"Regular",1,162,0.798035132198479,4,2
"325",2019-11-14,"8:00p","New Orleans Pelicans",132,"Los Angeles Clippers",127,NA,17147,"Regular",0,163,0,1,-2
"326",2019-11-14,"8:00p","Los Angeles Clippers",127,"New Orleans Pelicans",132,NA,17147,"Regular",1,163,0.81671826625387,3,2
"327",2019-11-14,"8:00p","New York Knicks",106,"Dallas Mavericks",103,NA,19812,"Regular",0,164,0,3,1
"328",2019-11-14,"8:00p","Dallas Mavericks",103,"New York Knicks",106,NA,19812,"Regular",1,164,0.908265713106863,2,-1
"329",2019-11-14,"9:00p","Atlanta Hawks",112,"Phoenix Suns",128,NA,15143,"Regular",1,165,0.730839768339768,2,0
"330",2019-11-14,"9:00p","Phoenix Suns",128,"Atlanta Hawks",112,NA,15143,"Regular",0,165,0,2,0
"331",2019-11-14,"10:30p","Denver Nuggets",101,"Brooklyn Nets",93,NA,18394,"Regular",0,166,0,2,0
"332",2019-11-14,"10:30p","Brooklyn Nets",93,"Denver Nuggets",101,NA,18394,"Regular",1,166,0.857769072934154,2,0
"333",2019-11-15,"7:00p","Detroit Pistons",106,"Charlotte Hornets",109,NA,16778,"Regular",1,167,0.780045562322749,2,-1
"334",2019-11-15,"7:00p","Charlotte Hornets",109,"Detroit Pistons",106,NA,16778,"Regular",0,167,0,3,1
"335",2019-11-15,"7:00p","San Antonio Spurs",109,"Orlando Magic",111,NA,16296,"Regular",1,168,0.794849282996781,2,0
"336",2019-11-15,"7:00p","Orlando Magic",111,"San Antonio Spurs",109,NA,16296,"Regular",0,168,0,2,0
"337",2019-11-15,"8:00p","Houston Rockets",111,"Indiana Pacers",102,NA,18055,"Regular",0,169,0,3,1
"338",2019-11-15,"8:00p","Indiana Pacers",102,"Houston Rockets",111,NA,18055,"Regular",1,169,0.853664302600473,2,-1
"339",2019-11-15,"8:00p","Memphis Grizzlies",107,"Utah Jazz",106,NA,16422,"Regular",0,170,0,3,1
"340",2019-11-15,"8:00p","Utah Jazz",106,"Memphis Grizzlies",107,NA,16422,"Regular",1,170,0.747848262671342,2,-1
"341",2019-11-15,"8:00p","Washington Wizards",137,"Minnesota Timberwolves",116,NA,12716,"Regular",1,171,0.60520679643996,2,0
"342",2019-11-15,"8:00p","Minnesota Timberwolves",116,"Washington Wizards",137,NA,12716,"Regular",0,171,0,2,0
"343",2019-11-15,"8:00p","Oklahoma City Thunder",127,"Philadelphia 76ers",119,"OT",18203,"Regular",0,172,0,2,-1
"344",2019-11-15,"8:00p","Philadelphia 76ers",119,"Oklahoma City Thunder",127,"OT",18203,"Regular",1,172,0.880690889738255,3,1
"345",2019-11-15,"10:30p","Golden State Warriors",100,"Boston Celtics",105,NA,18064,"Regular",0,173,0,2,0
"346",2019-11-15,"10:30p","Boston Celtics",105,"Golden State Warriors",100,NA,18064,"Regular",1,173,0.729563812600969,2,0
"347",2019-11-15,"10:30p","Sacramento Kings",97,"Los Angeles Lakers",99,NA,18997,"Regular",1,174,0.881122448979592,2,-1
"348",2019-11-15,"10:30p","Los Angeles Lakers",99,"Sacramento Kings",97,NA,18997,"Regular",0,174,0,3,1
"349",2019-11-16,"6:00p","Chicago Bulls",111,"Brooklyn Nets",117,NA,19148,"Regular",0,175,0,2,0
"350",2019-11-16,"6:00p","Brooklyn Nets",117,"Chicago Bulls",111,NA,19148,"Regular",1,175,0.871988706225238,2,0
"351",2019-11-16,"7:00p","Milwaukee Bucks",102,"Indiana Pacers",83,NA,17024,"Regular",1,176,0.788659316223478,1,-1
"352",2019-11-16,"7:00p","Indiana Pacers",83,"Milwaukee Bucks",102,NA,17024,"Regular",0,176,0,2,1
"353",2019-11-16,"7:30p","New York Knicks",102,"Charlotte Hornets",103,NA,19401,"Regular",0,177,0,1,-1
"354",2019-11-16,"7:30p","Charlotte Hornets",103,"New York Knicks",102,NA,19401,"Regular",1,177,0.889423738137808,2,1
"355",2019-11-16,"8:00p","Miami Heat",109,"New Orleans Pelicans",94,NA,19600,"Regular",0,178,0,2,0
"356",2019-11-16,"8:00p","New Orleans Pelicans",94,"Miami Heat",109,NA,19600,"Regular",1,178,0.903350693644283,2,0
"357",2019-11-16,"8:00p","Houston Rockets",125,"Minnesota Timberwolves",105,NA,18978,"Regular",1,179,0.903241159392699,1,0
"358",2019-11-16,"8:00p","Minnesota Timberwolves",105,"Houston Rockets",125,NA,18978,"Regular",0,179,0,1,0
"359",2019-11-16,"8:30p","Dallas Mavericks",110,"Toronto Raptors",102,NA,19926,"Regular",0,180,0,3,1
"360",2019-11-16,"8:30p","Toronto Raptors",102,"Dallas Mavericks",110,NA,19926,"Regular",1,180,0.929904797461266,2,-1
"361",2019-11-16,"8:30p","Portland Trail Blazers",121,"San Antonio Spurs",116,NA,18534,"Regular",1,181,0.876187774783719,1,-2
"362",2019-11-16,"8:30p","San Antonio Spurs",116,"Portland Trail Blazers",121,NA,18534,"Regular",0,181,0,3,2
"363",2019-11-16,"10:30p","Atlanta Hawks",101,"Los Angeles Clippers",150,NA,19068,"Regular",1,182,0.886100655234909,2,0
"364",2019-11-16,"10:30p","Los Angeles Clippers",150,"Atlanta Hawks",101,NA,19068,"Regular",0,182,0,2,0
"365",2019-11-17,"3:00p","Cleveland Cavaliers",95,"Philadelphia 76ers",114,NA,19432,"Regular",0,183,0,2,-1
"366",2019-11-17,"3:00p","Philadelphia 76ers",114,"Cleveland Cavaliers",95,NA,19432,"Regular",1,183,0.89437105905095,3,1
"367",2019-11-17,"3:30p","Sacramento Kings",100,"Boston Celtics",99,NA,16633,"Regular",0,184,0,2,0
"368",2019-11-17,"3:30p","Boston Celtics",99,"Sacramento Kings",100,NA,16633,"Regular",1,184,0.80774087024087,2,0
"369",2019-11-17,"6:00p","Denver Nuggets",131,"Memphis Grizzlies",114,NA,14227,"Regular",1,185,0.647889248144269,2,-1
"370",2019-11-17,"6:00p","Memphis Grizzlies",114,"Denver Nuggets",131,NA,14227,"Regular",0,185,0,3,1
"371",2019-11-17,"6:00p","Washington Wizards",121,"Orlando Magic",125,NA,16344,"Regular",1,186,0.797190517998244,2,0
"372",2019-11-17,"6:00p","Orlando Magic",125,"Washington Wizards",121,NA,16344,"Regular",0,186,0,2,0
"373",2019-11-17,"7:00p","Golden State Warriors",100,"New Orleans Pelicans",108,NA,16812,"Regular",1,187,0.800762086211003,1,-1
"374",2019-11-17,"7:00p","New Orleans Pelicans",108,"Golden State Warriors",100,NA,16812,"Regular",0,187,0,2,1
"375",2019-11-17,"9:30p","Atlanta Hawks",101,"Los Angeles Lakers",122,NA,18997,"Regular",1,188,0.881122448979592,2,1
"376",2019-11-17,"9:30p","Los Angeles Lakers",122,"Atlanta Hawks",101,NA,18997,"Regular",0,188,0,1,-1
"377",2019-11-18,"7:00p","New York Knicks",123,"Cleveland Cavaliers",105,NA,17097,"Regular",0,189,0,1,-1
"378",2019-11-18,"7:00p","Cleveland Cavaliers",105,"New York Knicks",123,NA,17097,"Regular",1,189,0.783798652179893,2,1
"379",2019-11-18,"7:30p","Brooklyn Nets",86,"Indiana Pacers",115,NA,14140,"Regular",0,190,0,2,0
"380",2019-11-18,"7:30p","Indiana Pacers",115,"Brooklyn Nets",86,NA,14140,"Regular",1,190,0.651672965250254,2,0
"381",2019-11-18,"7:30p","Charlotte Hornets",96,"Toronto Raptors",132,NA,19800,"Regular",1,191,0.909174396179631,2,0
"382",2019-11-18,"7:30p","Toronto Raptors",132,"Charlotte Hornets",96,NA,19800,"Regular",0,191,0,2,0
"383",2019-11-18,"8:00p","Milwaukee Bucks",115,"Chicago Bulls",101,NA,17565,"Regular",1,192,0.799899813288401,2,0
"384",2019-11-18,"8:00p","Chicago Bulls",101,"Milwaukee Bucks",115,NA,17565,"Regular",0,192,0,2,0
"385",2019-11-18,"8:00p","Houston Rockets",132,"Portland Trail Blazers",108,NA,18055,"Regular",0,193,0,2,0
"386",2019-11-18,"8:00p","Portland Trail Blazers",108,"Houston Rockets",132,NA,18055,"Regular",1,193,0.853664302600473,2,0
"387",2019-11-18,"8:30p","San Antonio Spurs",110,"Dallas Mavericks",117,NA,19637,"Regular",1,194,0.916417771140564,2,0
"388",2019-11-18,"8:30p","Dallas Mavericks",117,"San Antonio Spurs",110,NA,19637,"Regular",0,194,0,2,0
"389",2019-11-18,"9:00p","Boston Celtics",99,"Phoenix Suns",85,NA,15193,"Regular",1,195,0.733252895752896,4,3
"390",2019-11-18,"9:00p","Phoenix Suns",85,"Boston Celtics",99,NA,15193,"Regular",0,195,0,1,-3
"391",2019-11-18,"9:00p","Minnesota Timberwolves",112,"Utah Jazz",102,NA,18306,"Regular",1,196,0.88571705051287,3,1
"392",2019-11-18,"9:00p","Utah Jazz",102,"Minnesota Timberwolves",112,NA,18306,"Regular",0,196,0,2,-1
"393",2019-11-18,"10:30p","Oklahoma City Thunder",88,"Los Angeles Clippers",90,NA,19068,"Regular",1,197,0.886100655234909,2,-1
"394",2019-11-18,"10:30p","Los Angeles Clippers",90,"Oklahoma City Thunder",88,NA,19068,"Regular",0,197,0,3,1
"395",2019-11-19,"8:00p","Golden State Warriors",114,"Memphis Grizzlies",95,NA,14511,"Regular",1,198,0.660822441823398,2,0
"396",2019-11-19,"8:00p","Memphis Grizzlies",95,"Golden State Warriors",114,NA,14511,"Regular",0,198,0,2,0
"397",2019-11-19,"8:00p","Portland Trail Blazers",104,"New Orleans Pelicans",115,NA,15021,"Regular",1,199,0.715456060966897,2,1
"398",2019-11-19,"8:00p","New Orleans Pelicans",115,"Portland Trail Blazers",104,NA,15021,"Regular",0,199,0,1,-1
"399",2019-11-19,"10:00p","Sacramento Kings",120,"Phoenix Suns",116,NA,16732,"Regular",0,200,0,1,-1
"400",2019-11-19,"10:00p","Phoenix Suns",116,"Sacramento Kings",120,NA,16732,"Regular",1,200,0.812548562548563,2,1
"401",2019-11-19,"10:30p","Oklahoma City Thunder",107,"Los Angeles Lakers",112,NA,18997,"Regular",1,201,0.881122448979592,2,1
"402",2019-11-19,"10:30p","Los Angeles Lakers",112,"Oklahoma City Thunder",107,NA,18997,"Regular",0,201,0,1,-1
"403",2019-11-20,"7:00p","New York Knicks",104,"Philadelphia 76ers",109,NA,20384,"Regular",1,202,0.947696313171231,3,1
"404",2019-11-20,"7:00p","Philadelphia 76ers",109,"New York Knicks",104,NA,20384,"Regular",0,202,0,2,-1
"405",2019-11-20,"7:00p","Washington Wizards",138,"San Antonio Spurs",132,NA,14579,"Regular",0,203,0,2,-1
"406",2019-11-20,"7:00p","San Antonio Spurs",132,"Washington Wizards",138,NA,14579,"Regular",1,203,0.588812600969305,3,1
"407",2019-11-20,"7:30p","Milwaukee Bucks",135,"Atlanta Hawks",127,NA,16441,"Regular",1,204,0.764839970227019,3,1
"408",2019-11-20,"7:30p","Atlanta Hawks",127,"Milwaukee Bucks",135,NA,16441,"Regular",0,204,0,2,-1
"409",2019-11-20,"7:30p","Brooklyn Nets",101,"Charlotte Hornets",91,NA,14011,"Regular",0,205,0,2,0
